0 800 400 1599 7835 5446 2389 400 10.0 50 172 20.938.524,000 6.249.950,000
0 800 400 1599 7803 5446 2357 400 10.0 50 140 20.852.813,200 6.166.300,000
0 800 400 1599 7812 5446 2366 400 10.0 50 149 20.869.542,800 6.182.450,000
0 800 400 1599 7822 5446 2376 400 10.0 50 159 20.899.936,800 6.212.200,000
0 800 400 1599 7807 5446 2361 400 10.0 50 144 20.858.970,800 6.172.200,000
0 800 400 1599 7804 5446 2358 400 10.0 50 141 20.861.427,600 6.174.850,000
1 800 400 1599 10434 7365 3069 400 10.0 50 220 27.918.599,600 7.984.750,000
1 800 400 1599 10461 7365 3096 400 10.0 50 247 27.998.838,400 8.063.250,000
1 800 400 1599 10442 7365 3077 400 10.0 50 228 27.946.914,800 8.012.550,000
1 800 400 1599 10441 7365 3076 400 10.0 50 227 27.949.700,400 8.015.400,000
1 800 400 1599 10425 7365 3060 400 10.0 50 211 27.890.120,000 7.956.850,000
2 800 400 1599 9056 6402 2654 400 10.0 50 194 25.780.256,400 7.409.450,000
2 800 400 1599 9072 6402 2670 400 10.0 50 210 25.850.936,800 7.479.100,000
2 800 400 1599 9064 6402 2662 400 10.0 50 202 25.802.421,600 7.431.100,000
2 800 400 1599 9073 6402 2671 400 10.0 50 211 25.840.501,200 7.468.600,000
2 800 400 1599 9089 6402 2687 400 10.0 50 227 25.894.581,600 7.521.650,000
3 800 400 1599 7713 5432 2281 400 10.0 50 168 20.855.117,200 6.085.650,000
3 800 400 1599 7710 5432 2278 400 10.0 50 165 20.843.524,000 6.074.250,000
3 800 400 1599 7722 5432 2290 400 10.0 50 177 20.875.546,800 6.105.500,000
3 800 400 1599 7689 5432 2257 400 10.0 50 144 20.787.321,600 6.019.400,000
3 800 400 1599 7734 5432 2302 400 10.0 50 189 20.904.619,600 6.133.800,000
4 800 400 1599 9737 6894 2843 400 10.0 50 207 24.078.162,800 6.871.350,000
4 800 400 1599 9736 6894 2842 400 10.0 50 206 24.077.998,400 6.871.250,000
4 800 400 1599 9748 6894 2854 400 10.0 50 218 24.116.371,200 6.908.850,000
4 800 400 1599 9757 6894 2863 400 10.0 50 227 24.130.350,800 6.922.250,000
4 800 400 1599 9780 6894 2886 400 10.0 50 250 24.185.382,000 6.975.800,000
5 800 400 1599 9995 6989 3006 400 10.0 50 138 26.207.278,000 7.712.300,000
5 800 400 1599 10017 6989 3028 400 10.0 50 160 26.273.994,800 7.777.600,000
5 800 400 1599 10028 6989 3039 400 10.0 50 171 26.290.453,200 7.793.350,000
5 800 400 1599 10002 6989 3013 400 10.0 50 145 26.222.328,800 7.726.900,000
5 800 400 1599 10004 6989 3015 400 10.0 50 147 26.252.807,600 7.757.250,000
6 800 400 1599 9177 6050 3127 400 10.0 50 221 25.405.398,800 8.313.600,000
6 800 400 1599 9170 6050 3120 400 10.0 50 214 25.378.848,000 8.287.500,000
6 800 400 1599 9177 6050 3127 400 10.0 50 221 25.382.048,800 8.290.250,000
6 800 400 1599 9186 6050 3136 400 10.0 50 230 25.441.228,400 8.348.850,000
6 800 400 1599 9170 6050 3120 400 10.0 50 214 25.365.398,000 8.274.050,000
7 800 400 1599 7743 5291 2452 400 10.0 50 186 20.623.349,200 6.362.600,000
7 800 400 1599 7758 5291 2467 400 10.0 50 201 20.682.565,200 6.420.850,000
7 800 400 1599 7739 5291 2448 400 10.0 50 182 20.627.441,600 6.366.950,000
7 800 400 1599 7739 5291 2448 400 10.0 50 182 20.626.541,600 6.366.050,000
7 800 400 1599 7748 5291 2457 400 10.0 50 191 20.647.871,200 6.386.800,000
8 800 400 1599 8630 5998 2632 400 10.0 50 189 24.926.722,000 7.514.000,000
8 800 400 1599 8631 5998 2633 400 10.0 50 190 24.938.486,400 7.525.700,000
8 800 400 1599 8629 5998 2631 400 10.0 50 188 24.935.407,600 7.522.750,000
8 800 400 1599 8639 5998 2641 400 10.0 50 198 24.959.301,600 7.546.000,000
8 800 400 1599 8631 5998 2633 400 10.0 50 190 24.915.836,400 7.503.050,000
9 800 400 1599 8484 5858 2626 400 10.0 50 161 23.065.219,600 7.060.600,000
9 800 400 1599 8521 5858 2663 400 10.0 50 198 23.152.452,400 7.145.450,000
9 800 400 1599 8507 5858 2649 400 10.0 50 184 23.114.300,800 7.108.200,000
9 800 400 1599 8470 5858 2612 400 10.0 50 147 23.016.718,000 7.013.000,000
9 800 400 1599 8495 5858 2637 400 10.0 50 172 23.077.628,000 7.072.300,000
