0 200 80 399 1951 1299 652 100 20 10.0 50 143 1.266.494,400 241.750,000
0 200 80 399 1955 1299 656 100 20 10.0 50 147 1.269.852,000 244.850,000
0 200 77 399 1956 1299 657 100 23 10.0 50 155 1.268.316,400 243.250,000
0 200 78 399 1941 1299 642 100 22 10.0 50 139 1.266.850,400 242.750,000
0 200 81 399 1961 1299 662 100 19 10.0 50 155 1.270.088,400 244.700,000
1 200 71 399 3031 1597 1434 100 29 10.0 50 832 1.453.196,400 334.900,000
1 200 71 399 2976 1597 1379 100 29 10.0 50 783 1.436.004,400 321.250,000
1 200 70 399 3133 1597 1536 100 30 10.0 50 938 1.474.665,200 349.800,000
1 200 74 399 3324 1597 1727 100 26 10.0 50 1126 1.513.965,600 376.800,000
1 200 77 399 2895 1597 1298 100 23 10.0 50 682 1.432.538,000 323.000,000
2 200 71 399 2123 1405 718 100 29 10.0 50 126 1.386.521,200 276.000,000
2 200 75 399 2122 1405 717 100 25 10.0 50 110 1.384.156,800 273.700,000
2 200 74 399 2126 1405 721 100 26 10.0 50 121 1.385.964,400 275.250,000
2 200 75 399 2144 1405 739 100 25 10.0 50 127 1.393.823,600 281.950,000
2 200 77 399 2118 1405 713 100 23 10.0 50 110 1.380.749,200 270.550,000
3 200 75 399 2069 1369 700 100 25 10.0 50 174 1.241.093,600 231.900,000
3 200 72 399 2464 1369 1095 100 27 10.0 50 564 1.330.981,600 296.350,000
3 200 75 399 2313 1369 944 100 25 10.0 50 406 1.292.657,200 267.750,000
3 200 77 399 2207 1369 838 100 23 10.0 50 289 1.281.430,800 263.350,000
3 200 74 399 2083 1369 714 100 26 10.0 50 177 1.252.795,200 242.700,000
4 200 85 399 1825 1239 586 100 15 10.0 50 110 1.254.680,000 228.350,000
4 200 84 399 1843 1239 604 100 16 10.0 50 135 1.254.689,200 227.200,000
4 200 84 399 1823 1239 584 100 16 10.0 50 114 1.247.351,200 221.150,000
4 200 84 399 1824 1239 585 100 16 10.0 50 115 1.248.815,600 222.550,000
4 200 82 399 1819 1239 580 100 18 10.0 50 112 1.241.843,600 215.900,000
5 200 58 399 2515 1763 752 100 42 10.0 50 149 1.580.516,000 255.100,000
5 200 58 399 2520 1763 757 100 42 10.0 50 153 1.586.288,000 260.550,000
