5 200 61 399 2471 1763 708 100 39 10.0 50 111 1.564.232,400 241.650,000
5 200 59 399 2524 1763 761 100 41 10.0 50 152 1.582.945,600 256.950,000
5 200 60 399 2501 1763 738 100 40 10.0 50 121 1.577.964,400 253.450,000
6 200 73 399 1931 1362 569 100 27 10.0 50 109 1.350.956,400 221.050,000
6 200 75 399 1946 1362 584 100 25 10.0 50 116 1.355.422,400 224.550,000
6 200 75 399 1987 1362 625 100 25 10.0 50 160 1.375.512,800 242.000,000
6 200 74 399 2000 1362 638 100 26 10.0 50 169 1.375.000,000 240.650,000
6 200 74 399 1932 1362 570 100 26 10.0 50 106 1.351.070,800 221.100,000
7 200 66 399 2651 1754 897 100 34 10.0 50 269 1.593.674,400 276.100,000
7 200 61 399 2641 1754 887 100 39 10.0 50 273 1.601.330,400 284.400,000
7 200 66 399 2606 1754 852 100 34 10.0 50 250 1.586.376,400 271.700,000
7 200 62 399 2595 1754 841 100 38 10.0 50 250 1.577.368,000 263.400,000
7 200 67 399 2660 1754 906 100 33 10.0 50 290 1.602.154,000 284.000,000
8 200 68 399 2163 1386 777 100 32 10.0 50 245 1.378.747,200 249.000,000
8 200 67 399 2049 1386 663 100 33 10.0 50 135 1.353.005,600 230.600,000
8 200 66 399 2063 1386 677 100 34 10.0 50 157 1.353.057,200 229.750,000
8 200 65 399 2096 1386 710 100 35 10.0 50 182 1.366.632,400 241.200,000
8 200 66 399 2032 1386 646 100 34 10.0 50 127 1.347.810,800 226.500,000
9 200 69 399 1807 1262 545 100 31 10.0 50 115 1.142.570,800 184.100,000
9 200 74 399 1797 1262 535 100 26 10.0 50 90 1.143.976,800 186.150,000
9 200 68 399 1795 1262 533 100 32 10.0 50 106 1.140.998,000 183.300,000
9 200 69 399 1781 1262 519 100 31 10.0 50 84 1.138.596,400 181.800,000
9 200 69 399 1794 1262 532 100 31 10.0 50 99 1.142.983,600 185.350,000
0 200 76 399 1961 1299 662 100 24 10.0 50 164 1.265.238,400 239.850,000
0 200 78 399 1941 1299 642 100 22 10.0 50 135 1.265.500,400 241.400,000
0 200 79 399 1959 1299 660 100 21 10.0 50 144 1.274.809,600 249.550,000
0 200 82 399 1955 1299 656 100 18 10.0 50 146 1.267.752,000 242.750,000
0 200 84 399 1950 1299 651 100 16 10.0 50 127 1.268.080,000 243.400,000
0 200 81 399 1970 1299 671 100 19 10.0 50 151 1.277.618,000 251.650,000
0 200 79 399 1953 1299 654 100 21 10.0 50 146 1.270.723,200 245.850,000
0 200 79 399 1939 1299 640 100 21 10.0 50 128 1.264.871,600 240.900,000
0 200 79 399 1942 1299 643 100 21 10.0 50 141 1.263.164,800 239.000,000
0 200 78 399 1927 1299 628 100 22 10.0 50 122 1.259.448,800 236.250,000
1 200 71 399 3031 1597 1434 100 29 10.0 50 832 1.447.546,400 329.250,000
1 200 71 399 3248 1597 1651 100 29 10.0 50 1047 1.496.171,200 363.900,000
1 200 69 399 2879 1597 1282 100 31 10.0 50 685 1.426.507,600 318.000,000
1 200 73 399 2969 1597 1372 100 27 10.0 50 772 1.437.503,600 323.200,000
1 200 74 399 3191 1597 1594 100 26 10.0 50 988 1.482.700,400 354.100,000
1 200 68 399 3282 1597 1685 100 32 10.0 50 1086 1.500.510,800 366.050,000
1 200 72 399 3079 1597 1482 100 28 10.0 50 886 1.455.487,600 334.100,000
1 200 71 399 2928 1597 1331 100 29 10.0 50 730 1.430.763,200 319.100,000
1 200 75 399 3040 1597 1443 100 25 10.0 50 831 1.446.476,000 327.600,000
1 200 68 399 3158 1597 1561 100 32 10.0 50 975 1.473.275,200 346.800,000
2 200 76 399 2157 1405 752 100 24 10.0 50 144 1.398.210,800 285.500,000
2 200 72 399 2162 1405 757 100 28 10.0 50 160 1.400.032,800 287.000,000
2 200 75 399 2132 1405 727 100 25 10.0 50 117 1.389.500,800 278.400,000
2 200 75 399 2151 1405 746 100 25 10.0 50 149 1.394.224,400 281.900,000
2 200 74 399 2154 1405 749 100 26 10.0 50 148 1.394.917,600 282.400,000
2 200 78 399 2137 1405 732 100 22 10.0 50 115 1.393.922,800 282.500,000
2 200 74 399 2117 1405 712 100 26 10.0 50 118 1.382.034,800 271.900,000
2 200 74 399 2115 1405 710 100 26 10.0 50 114 1.380.056,000 270.050,000
2 200 73 399 2124 1405 719 100 27 10.0 50 125 1.385.835,600 275.250,000
2 200 75 399 2106 1405 701 100 25 10.0 50 105 1.381.626,400 272.200,000
3 200 74 399 2304 1369 935 100 26 10.0 50 399 1.299.827,600 275.500,000
3 200 78 399 2085 1369 716 100 22 10.0 50 167 1.253.174,000 242.950,000
3 200 75 399 2365 1369 996 100 25 10.0 50 469 1.305.256,000 277.000,000
3 200 74 399 2038 1369 669 100 26 10.0 50 141 1.236.597,200 229.400,000
3 200 75 399 2082 1369 713 100 25 10.0 50 168 1.248.180,800 238.150,000
3 200 77 399 2060 1369 691 100 23 10.0 50 150 1.243.364,000 234.750,000
3 200 76 399 2081 1369 712 100 24 10.0 50 163 1.258.016,400 248.050,000
3 200 70 399 2047 1369 678 100 30 10.0 50 142 1.241.826,800 234.050,000
3 200 73 399 2155 1369 786 100 27 10.0 50 259 1.260.182,000 245.450,000
3 200 74 399 2154 1369 785 100 26 10.0 50 250 1.262.367,600 247.700,000
4 200 87 399 1843 1239 604 100 13 10.0 50 125 1.258.239,200 230.750,000
4 200 83 399 1814 1239 575 100 17 10.0 50 110 1.243.471,600 217.850,000
4 200 82 399 1834 1239 595 100 18 10.0 50 118 1.254.009,600 227.100,000
4 200 80 399 1800 1239 561 100 20 10.0 50 94 1.243.320,000 218.600,000
4 200 84 399 1820 1239 581 100 16 10.0 50 108 1.248.308,000 222.300,000
4 200 83 399 1821 1239 582 100 17 10.0 50 115 1.249.272,400 223.200,000
4 200 84 399 1816 1239 577 100 16 10.0 50 106 1.243.850,400 218.100,000
4 200 84 399 1831 1239 592 100 16 10.0 50 124 1.248.516,400 221.800,000
4 200 82 399 1829 1239 590 100 18 10.0 50 122 1.249.787,600 223.200,000
4 200 85 399 1846 1239 607 100 15 10.0 50 124 1.258.382,400 230.700,000
5 200 60 399 2541 1763 778 100 40 10.0 50 164 1.590.190,400 263.100,000
5 200 59 399 2485 1763 722 100 41 10.0 50 114 1.574.884,000 251.400,000
5 200 54 399 2490 1763 727 100 46 10.0 50 133 1.575.456,000 251.650,000
5 200 57 399 2489 1763 726 100 43 10.0 50 121 1.575.541,600 251.800,000
5 200 58 399 2506 1763 743 100 42 10.0 50 134 1.580.186,400 255.350,000
5 200 53 399 2481 1763 718 100 47 10.0 50 117 1.568.726,400 245.500,000
5 200 55 399 2473 1763 710 100 45 10.0 50 119 1.569.011,200 246.300,000
5 200 53 399 2486 1763 723 100 47 10.0 50 125 1.570.598,400 247.050,000
5 200 58 399 2518 1763 755 100 42 10.0 50 137 1.581.159,200 255.550,000
5 200 58 399 2538 1763 775 100 42 10.0 50 155 1.590.797,200 263.900,000
6 200 73 399 1942 1362 580 100 27 10.0 50 119 1.351.714,800 221.100,000
6 200 73 399 1931 1362 569 100 27 10.0 50 111 1.351.606,400 221.700,000
6 200 77 399 1957 1362 595 100 23 10.0 50 123 1.360.580,800 229.000,000
6 200 71 399 1934 1362 572 100 29 10.0 50 116 1.348.199,600 218.100,000
6 200 74 399 1961 1362 599 100 26 10.0 50 133 1.363.788,400 231.950,000
6 200 77 399 2016 1362 654 100 23 10.0 50 180 1.382.680,400 247.300,000
6 200 78 399 1970 1362 608 100 22 10.0 50 136 1.364.518,000 232.100,000
6 200 75 399 1960 1362 598 100 25 10.0 50 124 1.363.524,000 231.750,000
6 200 78 399 1969 1362 607 100 22 10.0 50 130 1.367.703,600 235.350,000
6 200 74 399 1937 1362 575 100 26 10.0 50 115 1.354.042,800 223.750,000
7 200 61 399 2586 1754 832 100 39 10.0 50 245 1.574.338,400 260.950,000
7 200 67 399 2683 1754 929 100 33 10.0 50 298 1.605.535,200 285.900,000
7 200 61 399 2558 1754 804 100 39 10.0 50 217 1.572.285,200 260.700,000
7 200 60 399 2552 1754 798 100 40 10.0 50 206 1.570.098,800 258.900,000
7 200 64 399 2609 1754 855 100 36 10.0 50 238 1.589.919,600 275.050,000
7 200 62 399 2584 1754 830 100 38 10.0 50 228 1.575.609,600 262.350,000
7 200 66 399 2595 1754 841 100 34 10.0 50 226 1.575.768,000 261.800,000
7 200 61 399 2625 1754 871 100 39 10.0 50 273 1.584.300,000 268.400,000
7 200 64 399 2612 1754 858 100 36 10.0 50 249 1.583.512,800 268.450,000
7 200 63 399 2606 1754 852 100 37 10.0 50 256 1.585.426,400 270.750,000
8 200 65 399 2071 1386 685 100 35 10.0 50 161 1.356.972,400 233.150,000
8 200 66 399 2056 1386 670 100 34 10.0 50 164 1.344.156,400 221.300,000
8 200 65 399 2030 1386 644 100 35 10.0 50 121 1.347.332,000 226.150,000
8 200 64 399 2054 1386 668 100 36 10.0 50 152 1.351.277,600 228.550,000
8 200 69 399 2057 1386 671 100 31 10.0 50 141 1.348.270,800 225.350,000
8 200 62 399 2047 1386 661 100 38 10.0 50 148 1.348.476,800 226.200,000
8 200 66 399 2063 1386 677 100 34 10.0 50 158 1.351.507,200 228.200,000
8 200 68 399 2091 1386 705 100 32 10.0 50 179 1.362.460,400 237.350,000
8 200 66 399 2054 1386 668 100 34 10.0 50 151 1.351.277,600 228.550,000
8 200 68 399 2035 1386 649 100 32 10.0 50 127 1.342.804,000 221.300,000
9 200 75 399 1785 1262 523 100 25 10.0 50 80 1.137.404,000 180.350,000
9 200 73 399 1778 1262 516 100 27 10.0 50 77 1.139.253,200 182.650,000
9 200 65 399 1776 1262 514 100 35 10.0 50 86 1.133.974,400 177.500,000
9 200 69 399 1797 1262 535 100 31 10.0 50 99 1.137.726,800 179.900,000
9 200 70 399 1799 1262 537 100 30 10.0 50 97 1.147.205,600 189.250,000
9 200 74 399 1807 1262 545 100 26 10.0 50 100 1.147.620,800 189.150,000
9 200 70 399 1786 1262 524 100 30 10.0 50 90 1.140.368,400 183.250,000
9 200 73 399 1795 1262 533 100 27 10.0 50 90 1.146.848,000 189.150,000
9 200 73 399 1833 1262 571 100 27 10.0 50 131 1.158.345,200 198.200,000
9 200 72 399 1783 1262 521 100 28 10.0 50 81 1.135.975,200 179.050,000
