0 500 146 999 18046 14007 4039 250 104 10.0 50 3192 27.648.962,400 2.826.650,000
0 500 149 999 17315 14007 3308 250 101 10.0 50 2435 27.206.386,000 2.431.150,000
0 500 143 999 17994 14007 3987 250 107 10.0 50 3149 27.702.613,600 2.883.650,000
0 500 156 999 17947 14007 3940 250 94 10.0 50 3066 27.628.336,800 2.812.400,000
0 500 152 999 17695 14007 3688 250 98 10.0 50 2821 27.527.208,000 2.727.500,000
1 500 134 999 27887 22175 5712 250 116 10.0 50 4682 42.959.722,800 4.669.850,000
1 500 142 999 28074 22175 5899 250 108 10.0 50 4847 42.998.265,600 4.696.350,000
1 500 138 999 28713 22175 6538 250 112 10.0 50 5490 43.695.617,200 5.352.550,000
1 500 147 999 28174 22175 5999 250 103 10.0 50 4956 43.206.655,600 4.898.300,000
1 500 138 999 28890 22175 6715 250 112 10.0 50 5669 43.807.816,000 5.453.350,000
2 500 202 999 20109 13737 6372 250 48 10.0 50 5468 29.985.869,600 5.277.750,000
2 500 193 999 19073 13737 5336 250 57 10.0 50 4443 29.066.451,200 4.425.050,000
2 500 197 999 18965 13737 5228 250 53 10.0 50 4339 28.973.346,000 4.338.900,000
2 500 201 999 19910 13737 6173 250 49 10.0 50 5280 29.826.304,000 5.131.000,000
2 500 201 999 19941 13737 6204 250 49 10.0 50 5306 29.850.150,400 5.152.850,000
3 500 185 999 15225 11493 3732 250 65 10.0 50 2979 23.522.090,000 2.851.350,000
3 500 187 999 15740 11493 4247 250 63 10.0 50 3481 23.975.306,000 3.271.400,000
3 500 189 999 15495 11493 4002 250 61 10.0 50 3249 23.812.228,000 3.124.100,000
3 500 187 999 15291 11493 3798 250 63 10.0 50 3039 23.652.590,400 2.977.600,000
3 500 183 999 15254 11493 3761 250 67 10.0 50 3014 23.587.507,600 2.914.900,000
4 500 147 999 17919 14665 3254 250 103 10.0 50 2404 28.398.383,600 2.424.250,000
4 500 145 999 18063 14665 3398 250 105 10.0 50 2533 28.469.757,200 2.486.350,000
4 500 146 999 17569 14665 2904 250 104 10.0 50 2041 28.121.343,600 2.169.750,000
4 500 149 999 17938 14665 3273 250 101 10.0 50 2409 28.484.607,200 2.509.250,000
4 500 145 999 17590 14665 2925 250 105 10.0 50 2074 28.185.996,000 2.233.050,000
5 500 176 999 17000 13285 3715 250 74 10.0 50 2950 27.203.800,000 3.058.300,000
5 500 177 999 16379 13285 3094 250 73 10.0 50 2342 26.477.557,600 2.372.050,000
5 500 176 999 16570 13285 3285 250 74 10.0 50 2525 26.715.708,000 2.597.900,000
5 500 169 999 16625 13285 3340 250 81 10.0 50 2584 26.751.050,000 2.629.700,000
5 500 176 999 16089 13285 2804 250 74 10.0 50 2055 26.414.481,600 2.327.650,000
6 500 180 999 18729 12213 6516 250 70 10.0 50 5696 26.564.647,600 4.953.750,000
6 500 180 999 18730 12213 6517 250 69 10.0 50 5694 26.522.362,000 4.911.400,000
6 500 180 999 17757 12213 5544 250 70 10.0 50 4728 25.725.600,800 4.177.300,000
6 500 177 999 18308 12213 6095 250 73 10.0 50 5293 26.336.485,200 4.752.700,000
6 500 176 999 18640 12213 6427 250 73 10.0 50 5621 26.614.616,000 5.009.450,000
7 500 164 999 18684 14789 3895 250 86 10.0 50 3071 30.211.649,600 3.287.200,000
7 500 164 999 18752 14789 3963 250 86 10.0 50 3133 30.098.328,800 3.169.500,000
7 500 159 999 19179 14789 4390 250 91 10.0 50 3569 30.477.777,600 3.521.450,000
7 500 162 999 18323 14789 3534 250 88 10.0 50 2708 29.803.901,200 2.902.700,000
7 500 155 999 19149 14789 4360 250 95 10.0 50 3554 30.574.145,600 3.619.750,000
8 500 140 999 24385 19672 4713 250 110 10.0 50 3823 40.236.844,000 4.020.850,000
8 500 146 999 23529 19672 3857 250 104 10.0 50 2956 39.340.967,600 3.180.100,000
8 500 144 999 23646 19672 3974 250 106 10.0 50 3062 39.553.852,400 3.385.450,000
8 500 150 999 24042 19672 4370 250 99 10.0 50 3475 39.834.904,800 3.641.000,000
8 500 150 999 23779 19672 4107 250 100 10.0 50 3206 39.626.517,600 3.449.550,000
9 500 166 999 22864 17519 5345 250 84 10.0 50 4486 37.289.291,600 4.021.600,000
9 500 158 999 22078 17519 4559 250 92 10.0 50 3699 36.763.473,200 3.546.400,000
9 500 156 999 21849 17519 4330 250 94 10.0 50 3504 36.687.875,600 3.485.550,000
9 500 164 999 22733 17519 5214 250 86 10.0 50 4363 37.475.305,200 4.216.050,000
9 500 158 999 22438 17519 4919 250 92 10.0 50 4063 37.098.107,200 3.857.850,000
0 500 152 999 18098 14007 4091 250 98 10.0 50 3226 27.772.361,200 2.946.700,000
0 500 147 999 18396 14007 4389 250 103 10.0 50 3547 28.036.752,400 3.191.900,000
0 500 142 999 17616 14007 3609 250 108 10.0 50 2777 27.436.020,400 2.641.400,000
0 500 151 999 17619 14007 3612 250 99 10.0 50 2755 27.452.463,600 2.657.650,000
0 500 146 999 17984 14007 3977 250 104 10.0 50 3118 27.739.819,600 2.921.500,000
0 500 150 999 17964 14007 3957 250 100 10.0 50 3108 27.759.581,600 2.942.550,000
0 500 150 999 18093 14007 4086 250 100 10.0 50 3230 27.792.889,200 2.967.550,000
0 500 145 999 17208 14007 3201 250 105 10.0 50 2364 27.158.945,200 2.390.600,000
0 500 148 999 18127 14007 4120 250 102 10.0 50 3273 27.782.928,800 2.955.400,000
0 500 139 999 17340 14007 3333 250 111 10.0 50 2504 27.227.296,000 2.450.450,000
1 500 137 999 27909 22175 5734 250 113 10.0 50 4705 42.770.539,600 4.479.250,000
1 500 146 999 28677 22175 6502 250 104 10.0 50 5442 43.515.848,800 5.175.100,000
1 500 145 999 28277 22175 6102 250 105 10.0 50 5038 43.242.588,800 4.927.600,000
1 500 141 999 27785 22175 5610 250 109 10.0 50 4558 42.901.504,000 4.618.200,000
1 500 144 999 28137 22175 5962 250 106 10.0 50 4896 42.997.622,800 4.691.650,000
1 500 133 999 28225 22175 6050 250 117 10.0 50 5021 43.445.990,000 5.134.350,000
1 500 140 999 28520 22175 6345 250 110 10.0 50 5292 43.583.038,000 5.252.400,000
1 500 137 999 28638 22175 6463 250 113 10.0 50 5405 43.496.337,200 5.158.100,000
1 500 130 999 27908 22175 5733 250 120 10.0 50 4729 42.877.125,200 4.585.900,000
1 500 143 999 28270 22175 6095 250 107 10.0 50 5044 43.088.138,000 4.773.600,000
2 500 184 999 19160 13737 5423 250 66 10.0 50 4557 29.165.704,000 4.518.700,000
2 500 198 999 19718 13737 5981 250 52 10.0 50 5086 29.644.389,200 4.961.450,000
2 500 188 999 19547 13737 5810 250 62 10.0 50 4940 29.403.276,800 4.731.350,000
2 500 192 999 19290 13737 5553 250 58 10.0 50 4669 29.350.676,000 4.695.300,000
2 500 194 999 19868 13737 6131 250 56 10.0 50 5244 29.731.799,200 5.039.200,000
2 500 203 999 19556 13737 5819 250 47 10.0 50 4922 29.602.506,400 4.930.000,000
2 500 202 999 19471 13737 5734 250 48 10.0 50 4830 29.433.232,400 4.766.200,000
2 500 193 999 19386 13737 5649 250 57 10.0 50 4762 29.388.808,400 4.727.250,000
2 500 192 999 19130 13737 5393 250 58 10.0 50 4508 29.125.172,000 4.480.100,000
2 500 186 999 19173 13737 5436 250 64 10.0 50 4556 29.172.291,200 4.524.450,000
3 500 191 999 16146 11493 4653 250 58 10.0 50 3894 24.096.702,400 3.366.650,000
3 500 190 999 15488 11493 3995 250 60 10.0 50 3236 23.665.977,200 2.978.300,000
3 500 199 999 15046 11493 3553 250 51 10.0 50 2789 23.440.512,400 2.781.300,000
3 500 188 999 15194 11493 3701 250 62 10.0 50 2945 23.612.243,600 2.943.500,000
3 500 193 999 15533 11493 4040 250 57 10.0 50 3280 23.914.475,200 3.223.900,000
3 500 197 999 15571 11493 4078 250 53 10.0 50 3311 23.689.772,400 2.996.750,000
3 500 186 999 15175 11493 3682 250 64 10.0 50 2935 23.448.020,000 2.780.500,000
3 500 185 999 15311 11493 3818 250 65 10.0 50 3072 23.646.528,400 2.970.250,000
3 500 192 999 15150 11493 3657 250 58 10.0 50 2900 23.515.360,000 2.849.450,000
3 500 186 999 14990 11493 3497 250 64 10.0 50 2742 23.392.456,000 2.736.850,000
4 500 152 999 17794 14665 3129 250 98 10.0 50 2258 28.318.783,600 2.352.700,000
4 500 147 999 17503 14665 2838 250 103 10.0 50 1992 28.074.493,200 2.127.150,000
4 500 146 999 17803 14665 3138 250 104 10.0 50 2274 28.364.813,200 2.398.150,000
4 500 148 999 17701 14665 3036 250 102 10.0 50 2186 28.282.594,400 2.322.500,000
4 500 149 999 17874 14665 3209 250 101 10.0 50 2349 28.422.785,600 2.451.550,000
4 500 151 999 17791 14665 3126 250 99 10.0 50 2267 28.336.640,400 2.370.750,000
4 500 148 999 17606 14665 2941 250 102 10.0 50 2082 28.173.026,400 2.219.050,000
4 500 145 999 17605 14665 2940 250 105 10.0 50 2104 28.193.862,000 2.239.950,000
4 500 147 999 17814 14665 3149 250 103 10.0 50 2290 28.288.721,600 2.321.350,000
4 500 157 999 17640 14665 2975 250 93 10.0 50 2113 28.199.166,000 2.243.000,000
5 500 173 999 16712 13285 3427 250 77 10.0 50 2669 26.884.452,800 2.757.500,000
5 500 174 999 15866 13285 2581 250 76 10.0 50 1837 26.219.970,400 2.147.500,000
5 500 183 999 16552 13285 3267 250 67 10.0 50 2493 26.882.398,800 2.765.750,000
5 500 173 999 16410 13285 3125 250 77 10.0 50 2373 26.727.604,000 2.620.100,000
5 500 178 999 16551 13285 3266 250 72 10.0 50 2506 26.810.134,400 2.693.550,000
5 500 174 999 16183 13285 2898 250 76 10.0 50 2152 26.500.785,200 2.407.900,000
5 500 179 999 16968 13285 3683 250 71 10.0 50 2915 27.067.939,200 2.924.500,000
5 500 176 999 16311 13285 3026 250 74 10.0 50 2269 26.590.928,400 2.489.800,000
5 500 178 999 16603 13285 3318 250 72 10.0 50 2565 26.816.483,200 2.696.550,000
5 500 169 999 16444 13285 3159 250 81 10.0 50 2420 26.734.393,600 2.624.700,000
6 500 181 999 17674 12213 5461 250 69 10.0 50 4634 25.747.705,600 4.204.750,000
6 500 179 999 18587 12213 6374 250 70 10.0 50 5553 26.327.552,800 4.725.800,000
6 500 176 999 17864 12213 5651 250 74 10.0 50 4842 25.885.291,600 4.330.100,000
6 500 182 999 18155 12213 5942 250 68 10.0 50 5121 26.167.382,000 4.593.450,000
6 500 185 999 18569 12213 6356 250 64 10.0 50 5526 26.586.293,600 4.985.700,000
6 500 180 999 17789 12213 5576 250 70 10.0 50 4763 25.854.761,600 4.304.400,000
6 500 184 999 17895 12213 5682 250 66 10.0 50 4850 25.936.138,000 4.378.950,000
6 500 180 999 17911 12213 5698 250 70 10.0 50 4875 25.957.568,400 4.399.350,000
6 500 178 999 17789 12213 5576 250 72 10.0 50 4758 25.851.611,600 4.301.250,000
6 500 192 999 19196 12213 6983 250 58 10.0 50 6132 26.884.872,400 5.243.900,000
7 500 164 999 18728 14789 3939 250 86 10.0 50 3110 30.208.483,200 3.281.200,000
7 500 169 999 19532 14789 4743 250 81 10.0 50 3896 30.773.510,800 3.794.450,000
7 500 172 999 19057 14789 4268 250 78 10.0 50 3443 30.494.270,800 3.545.800,000
7 500 160 999 18994 14789 4205 250 90 10.0 50 3381 30.380.263,600 3.435.850,000
7 500 162 999 18974 14789 4185 250 88 10.0 50 3355 30.443.075,600 3.499.950,000
7 500 157 999 18773 14789 3984 250 93 10.0 50 3154 30.246.331,200 3.316.150,000
7 500 162 999 19248 14789 4459 250 88 10.0 50 3634 30.579.121,200 3.618.350,000
7 500 165 999 18947 14789 4158 250 85 10.0 50 3329 30.416.286,800 3.474.900,000
7 500 159 999 19143 14789 4354 250 91 10.0 50 3531 30.556.009,200 3.602.000,000
7 500 161 999 18573 14789 3784 250 89 10.0 50 2957 30.021.501,200 3.104.200,000
8 500 143 999 23428 19672 3756 250 107 10.0 50 2850 39.277.713,200 3.123.350,000
8 500 147 999 24652 19672 4980 250 103 10.0 50 4091 40.424.838,800 4.191.650,000
8 500 136 999 23474 19672 3802 250 114 10.0 50 2922 39.301.625,600 3.144.300,000
8 500 150 999 23624 19672 3952 250 100 10.0 50 3055 39.380.335,600 3.213.350,000
8 500 141 999 23532 19672 3860 250 109 10.0 50 2968 39.364.260,800 3.203.200,000
8 500 148 999 23908 19672 4236 250 101 10.0 50 3330 39.819.575,200 3.634.300,000
8 500 142 999 23730 19672 4058 250 108 10.0 50 3172 39.671.912,000 3.498.100,000
8 500 147 999 23563 19672 3891 250 103 10.0 50 2980 39.426.207,200 3.263.150,000
8 500 141 999 23345 19672 3673 250 109 10.0 50 2781 39.203.718,000 3.054.700,000
8 500 147 999 23410 19672 3738 250 103 10.0 50 2841 39.335.854,000 3.182.650,000
9 500 150 999 21885 17519 4366 250 100 10.0 50 3526 36.763.744,000 3.559.100,000
9 500 155 999 22345 17519 4826 250 95 10.0 50 3987 36.928.618,000 3.694.350,000
9 500 163 999 22655 17519 5136 250 87 10.0 50 4276 37.334.582,000 4.080.350,000
9 500 157 999 22531 17519 5012 250 93 10.0 50 4161 37.144.296,400 3.898.050,000
9 500 152 999 22201 17519 4682 250 98 10.0 50 3836 36.914.044,400 3.689.050,000
9 500 156 999 21905 17519 4386 250 94 10.0 50 3528 36.550.332,000 3.344.400,000
9 500 161 999 22769 17519 5250 250 89 10.0 50 4402 37.274.823,600 4.013.250,000
