500 144 999 4290 250 106 10.0 50 250 500 137 5.205.076,000 130.086,800 8
500 153 999 4395 250 97 10.0 50 250 500 177 5.215.088,000 140.098,800 8
500 141 999 4345 250 109 10.0 50 250 500 165 5.209.968,000 134.978,800 8
500 132 999 5451 250 118 10.0 50 250 500 175 6.700.194,400 167.082,800 9
500 135 999 5525 250 115 10.0 50 250 500 190 6.707.910,000 174.798,400 9
500 142 999 5581 250 108 10.0 50 250 500 176 6.715.016,400 181.904,800 9
500 130 999 5454 250 120 10.0 50 250 500 173 6.700.637,600 167.526,000 9
500 137 999 5498 250 113 10.0 50 250 500 186 6.705.021,200 171.909,600 9
500 129 999 5526 250 121 10.0 50 250 500 209 6.707.074,400 173.962,800 9
500 136 999 5528 250 114 10.0 50 250 500 204 6.707.553,200 174.441,600 9
500 137 999 5504 250 113 10.0 50 250 500 185 6.705.757,600 172.646,000 9
500 140 999 5563 250 110 10.0 50 250 500 176 6.712.957,200 179.845,600 9
500 144 999 5504 250 106 10.0 50 250 500 189 6.705.557,600 172.446,000 9
