500 108 999 6419 250 142 10.0 50 250 500 2987 4.909.333,600 273.815,600 0
500 101 999 6365 250 149 10.0 50 250 500 2951 4.904.956,000 269.438,000 0
500 108 999 6332 250 142 10.0 50 250 500 2919 4.902.780,800 267.262,800 0
500 99 999 6465 250 151 10.0 50 250 500 3055 4.911.196,000 275.678,000 0
500 105 999 6059 250 145 10.0 50 250 500 2620 4.886.499,600 250.981,600 0
500 107 999 6098 250 143 10.0 50 250 500 2689 4.887.511,200 251.993,200 0
500 107 999 6378 250 143 10.0 50 250 500 2949 4.906.543,200 271.025,200 0
500 99 999 6595 250 151 10.0 50 250 500 3170 4.920.318,000 284.800,000 0
500 107 999 5954 250 143 10.0 50 250 500 2529 4.879.037,600 243.519,600 0
500 102 999 6288 250 148 10.0 50 250 500 2861 4.900.647,200 265.129,200 0
500 138 999 5497 250 112 10.0 50 250 500 2137 4.600.456,800 228.227,600 1
500 147 999 5868 250 103 10.0 50 250 500 2514 4.624.049,200 251.820,000 1
500 148 999 5667 250 102 10.0 50 250 500 2296 4.611.954,800 239.725,600 1
500 139 999 5573 250 111 10.0 50 250 500 2199 4.606.051,200 233.822,000 1
500 129 999 5396 250 121 10.0 50 250 500 2053 4.593.102,400 220.873,200 1
500 138 999 5728 250 112 10.0 50 250 500 2362 4.615.633,200 243.404,000 1
500 130 999 5540 250 120 10.0 50 250 500 2200 4.602.226,000 229.996,800 1
500 135 999 5049 250 115 10.0 50 250 500 1709 4.570.605,600 198.376,400 1
500 138 999 5307 250 112 10.0 50 250 500 1949 4.588.120,800 215.891,600 1
500 141 999 5197 250 109 10.0 50 250 500 1828 4.581.586,800 209.357,600 1
500 144 999 5908 250 106 10.0 50 250 500 2739 4.373.425,200 255.899,600 2
500 148 999 5376 250 102 10.0 50 250 500 2186 4.340.214,400 222.688,800 2
500 141 999 5780 250 109 10.0 50 250 500 2580 4.366.732,000 249.206,400 2
500 138 999 5466 250 112 10.0 50 250 500 2271 4.346.260,400 228.734,800 2
500 142 999 5795 250 108 10.0 50 250 500 2595 4.367.698,000 250.172,400 2
500 124 999 5709 250 126 10.0 50 250 500 2547 4.360.259,600 242.734,000 2
500 144 999 5832 250 106 10.0 50 250 500 2634 4.369.980,800 252.455,200 2
500 155 999 5552 250 95 10.0 50 250 500 2330 4.353.148,800 235.623,200 2
500 145 999 5894 250 105 10.0 50 250 500 2677 4.374.923,600 257.398,000 2
500 140 999 5833 250 110 10.0 50 250 500 2627 4.370.445,200 252.919,600 2
500 118 999 6200 250 132 10.0 50 250 500 2652 5.048.180,000 264.368,000 3
500 122 999 6869 250 128 10.0 50 250 500 3357 5.089.463,600 305.651,600 3
500 108 999 6697 250 142 10.0 50 250 500 3195 5.077.886,800 294.074,800 3
500 117 999 6076 250 133 10.0 50 250 500 2575 5.037.844,400 254.032,400 3
500 117 999 6042 250 133 10.0 50 250 500 2530 5.036.204,800 252.392,800 3
500 123 999 7144 250 127 10.0 50 250 500 3612 5.108.173,600 324.361,600 3
500 123 999 6008 250 127 10.0 50 250 500 2470 5.035.315,200 251.503,200 3
500 126 999 5915 250 124 10.0 50 250 500 2391 5.028.626,000 244.814,000 3
500 123 999 6417 250 127 10.0 50 250 500 2871 5.062.054,800 278.242,800 3
500 116 999 6247 250 134 10.0 50 250 500 2731 5.049.606,800 265.794,800 3
